id,age,income,tenure9,district
1127,2,8,7.33,1200
1128,,,5.16,1200
1129,6,6,27,1200
1130,5,6,21.41,1200
1131,3,5,7.41,1200
1132,1,1,9.33,1300
1133,2,5,5.25,1200
1134,1,7,3,1200
1135,,,0.5,1200
1136,3,5,13.91,1200
1137,,,5.41,1300
1138,4,5,3.5,1100
1139,4,5,4.08,1200
1140,,,2.41,1200
1141,3,3,3.41,1200
1142,7,7,22.75,1200
1143,2,7,1.83,1200
1144,,,1.16,1200
1145,3,5,3.75,1100
1146,5,6,2.66,1200
1147,,,5.33,1200
1148,4,1,14.75,1300
1149,4,7,3.5,1200
1150,,,5.75,1200
1151,2,6,1.83,1200
1152,,,14.91,1200
1153,3,7,6.75,1200
1154,3,6,6.16,1100
1155,2,2,7.41,1100
1156,,,1.16,1300
1157,1,3,3.16,1300
1158,6,4,20.16,1200
1159,,,7.83,1200
1160,3,6,3.25,1300
1161,2,,5.41,1200
1162,,,6.41,1300
1163,6,5,30.08,1200
1164,3,6,2.16,1200
1165,5,8,10.58,1100
1166,3,6,6.08,1200
1167,,,15.66,1200
1168,4,9,12.08,1200
1169,2,9,5.83,1200
1170,,,16.5,1200
1171,3,9,3.58,1200
1172,3,7,11.58,1200
1173,4,4,23.58,1200
1174,,6,25.91,1300
1175,2,6,5.16,1200
1176,7,4,10.41,1200
1177,4,7,5.25,1100
1178,2,8,5.33,1200
1179,3,6,7.41,1200
1180,1,1,7.41,1200
1181,6,6,7.5,1200
1182,2,1,1.66,1200
1183,4,6,17.41,1200
1184,3,4,7,1300
1185,,,6.66,1200
1186,2,6,3.91,1200
1187,4,8,15.08,1200
1188,4,8,17.5,1200
1189,6,3,13.33,1200
1190,3,1,8,1300
1191,1,6,1.75,1200
1192,2,2,9.91,1200
1193,2,1,0.75,1300
1194,6,3,22.08,1300
1195,5,5,15.91,1200
1196,6,5,33.83,1100
1197,5,4,2.41,1200
1198,,,13.08,1200
1199,2,6,4.75,1100
1200,2,6,7.41,1200
1201,3,4,9.66,1300
1202,6,9,21.66,1200
1203,,,4,1200
1204,,,3.08,1200
1205,3,4,5.66,1200
1206,3,5,3.75,1100
1207,2,6,5.08,1200
1208,2,3,2.58,1200
1209,1,3,2.91,1200
1210,2,6,2.5,1200
1211,6,4,17.75,1200
1212,5,6,2.83,1300
1213,7,4,1,1200
1214,2,6,2.5,1200
1215,6,1,3.33,1200
1216,6,6,32.41,1200
1217,,,1.08,1200
1218,5,6,7.75,1200
1219,4,6,10.83,1200
1220,,,0.16,1200
1221,4,4,4.58,1200
1222,4,5,28.41,1200
1223,6,3,11.25,1200
1224,,,2.83,1200
1225,4,7,8.08,1200
1226,3,2,5.58,1200
1227,3,4,2.16,1300
1228,2,6,8.5,1200
1229,5,6,6.25,1200
1230,,,7.66,1200
1231,,,2.16,1200
1232,,,10.25,1200
1233,4,9,27.08,1200
1234,,,4.91,1200
1235,4,6,7.41,1200
1236,4,7,6.66,1300
1237,7,6,26.25,1200
1238,4,6,28.75,1200
1239,4,7,15.66,1200
1240,4,3,2.08,1200
1241,4,7,16,1100
1242,5,9,35.66,1200
1243,3,1,1.25,1200
1244,4,6,14.25,1300
1245,3,5,14.25,1200
1246,2,5,5.41,1200
1247,,,4.41,1100
1248,2,7,6.91,1200
1249,3,7,2.75,1200
1250,2,9,5.08,1200
1251,,,3.41,1200
1252,4,7,18.66,1200
1253,4,7,8.83,1200
1254,,,1,1200
1255,,,6.41,1200
1256,7,6,12.75,1200
1257,7,1,29.91,1300
1258,3,7,6.83,1200
1259,5,4,12.83,1100
1260,3,6,10.08,1200
1261,,,1.5,1200
1262,3,9,2.75,1200
1263,4,3,8.91,1200
1264,3,7,24.16,1100
1265,5,7,27.66,1200
1266,3,1,0.66,1300
1267,4,3,5.83,1300
1268,4,3,11.91,1100
1269,,,1,1200
1270,6,7,13.25,1200
1271,2,3,2.25,1200
1272,5,5,30,1200
1273,7,3,1.5,1200
1274,2,7,2.16,1200
1275,4,3,8.91,1200
1276,3,1,3.58,1100
1277,3,8,11.5,1300
1278,7,3,19.16,1200
1279,7,7,14.33,1100
1280,5,6,6,1200
1281,2,8,10.41,1300
1282,2,5,25.25,1300
1283,,,0.41,1200
1284,2,7,16.33,1200
1285,2,7,9.5,1200
1286,6,4,37.58,1200
1287,4,9,6.5,1200
1288,2,,3.08,1200
1289,6,6,0.5,1200
1290,,,10.41,1100
1291,6,6,1.5,1200
1292,4,6,2.41,1100
1293,3,9,8.33,1200
1294,4,7,8.91,1200
1295,,1,19.66,1100
1296,4,4,3.75,1200
1297,2,7,4.33,1200
1298,,,9,1200
1299,6,3,5.5,1200
1300,6,3,0.83,1200
1301,4,7,18.08,1200
1302,,,0.66,1200
1303,3,5,19.25,1200
1304,3,7,4.25,1200
1305,,1,1.33,1200
1306,4,7,22.08,1200
1307,3,2,4.91,1200
1308,6,3,3.83,1200
1309,,,22.08,1300
1310,4,9,1,1200
1311,4,9,20.83,1200
1312,,1,11.33,1200
1313,4,6,17.25,1300
1314,7,6,15,1300
1315,5,3,19.33,1200
1316,,,0.25,1200
1317,5,9,11.83,1200
1318,,,0.58,1200
1319,3,9,6.75,1200
1320,3,6,5.16,1300
1321,4,5,25.5,1100
1322,7,7,20.83,1200
1323,3,6,5,1200
1324,3,7,7.16,1200
1325,,,3.25,1200
1326,,,4.75,1200
1327,2,6,9.83,1200
1328,,,6.16,1100
1329,4,6,27.33,1200
1330,4,7,3.5,1100
1331,6,1,0.41,1200
1332,6,5,12,1300
1333,5,8,7.41,1200
1334,2,3,6.91,1200
1335,3,4,5.08,1200
1336,5,4,4,1100
1337,7,3,22.08,1200
1338,,,4.08,1200
1339,1,8,4.75,1200
1340,,,17,1200
1341,2,1,1.91,1200
1342,4,9,4.25,1200
1343,3,4,0.33,1200
1344,7,8,9.41,1200
1345,2,2,6.58,1200
1346,2,6,8.16,1200
1347,6,7,8.08,1200
1348,3,7,1.41,1300
1349,5,3,23.58,1300
1350,,,0.5,1200
1351,,,8.83,1200
1352,5,7,16.75,1100
1353,3,3,2.5,1200
1354,3,5,4.66,1200
1355,3,2,7.91,1100
1356,3,8,20.75,1200
1357,7,1,26.25,1300
1358,4,6,11,1300
1359,7,8,2.25,1200
1360,,,29.66,1200
1361,5,8,10.5,1200
1362,4,6,5.58,1200
1363,1,3,11,1200
1364,4,3,1.41,1200
1365,,,4.41,1200
1366,5,5,7.58,1300
1367,,,21.41,1100
1368,,,12.16,1300
1369,5,6,17.91,1100
1370,5,9,7.16,1200
1371,3,7,14.25,1200
1372,,,0.58,1200
1373,5,6,27.33,1200
1374,6,7,15.75,1200
1375,3,7,10.16,1200
1376,2,5,3.75,1100
1377,2,3,7.33,1200
1378,3,7,7.41,1200
1379,,,12.83,1200
1380,,,17.08,1200
1381,,,2.25,1300
1382,4,9,15.33,1200
1383,2,8,2,1200
1384,7,,11.5,1200
1385,4,6,12.25,1200
1386,4,9,6.33,1100
1387,,,0.33,1200
1388,3,7,7.58,1200
1389,5,6,37.66,1200
1390,7,2,21.83,1200
1391,3,8,18.08,1200
1392,2,6,7.58,1200
1393,5,4,9.16,1200
1394,3,4,6.5,1200
1395,6,4,3.25,1200
1396,5,1,6.66,1200
1397,3,3,4.75,1200
1398,3,,4.25,1200
1399,3,8,11.5,1200
1400,,,24.91,1200
1401,4,7,22.41,1200
1402,4,6,6.91,1200
1403,2,1,7.75,1100
1404,4,6,17,1200
1405,6,1,28.83,1200
1406,,,5.08,1100
1407,2,4,4.66,1300
1408,,,7.16,1200
1409,,,6.41,1200
1410,2,1,1.41,1200
1411,7,5,5.16,1200
1412,4,8,1.08,1200
1413,4,9,4.66,1200
1414,2,2,1.75,1200
1415,,,2.5,1200
1416,2,4,6.75,1200
1417,3,9,13.58,1200
1418,6,3,6.08,1300
1419,5,4,0.5,1200
1420,4,7,10.83,1200
1421,7,7,13.75,1100
1422,,,6.66,1100
1423,,,18.66,1200
1424,3,2,12.5,1200
1425,,,1.33,1300
1426,4,7,6.16,1200
1427,1,2,2.83,1200
1428,4,9,16.33,1200
1429,,,1.33,1200
1430,7,7,22.08,1200
1431,,,0.75,1100
1432,,,0.91,1200
1433,2,4,5.33,1200
1434,2,4,3.08,1300
1435,2,3,5.91,1200
1436,5,9,23.5,1200
1437,,,3.33,1200
1438,2,3,1,1200
1439,4,7,4.25,1100
1440,3,7,10.41,1200
1441,3,6,18.25,1100
1442,1,,5.5,1200
1443,5,8,21.41,1300
1444,4,5,5.58,1200
1445,,,9.41,1200
1446,4,8,38.5,1200
1447,5,5,4.58,1300
1448,2,6,5.75,1200
1449,7,8,22.08,1300
1450,2,6,5.58,1200
1451,6,,0.5,1200
1452,5,9,5.75,1200
1453,7,6,5.5,1200
1454,,,21.33,1200
1455,2,6,6.16,1200
1456,3,7,13.91,1200
1457,4,8,6.66,1200
1458,,,4.66,1300
1459,7,4,9,1300
1460,3,3,8.25,1200
1461,,,1.16,1200
1462,,,1.91,1200
1463,5,3,23,1200
1464,4,3,2,1100
1465,,,2.91,1200
1466,3,5,15.75,1200
1467,3,1,11.58,1100
1468,3,6,3.16,1200
1469,3,7,19.16,1300
1470,,,1.83,1200
1471,7,4,10.16,1200
1472,6,9,0.66,1200
1473,6,1,9.75,1200
1474,7,4,1.25,1200
1475,5,4,7.58,1200
1476,2,7,8.5,1200
1477,7,2,12.5,1200
1478,,,16.41,1300
1479,,,12.91,1200
1480,,,22.08,1200
1481,4,6,16.16,1200
1482,3,7,9.5,1200
1483,,,0.16,1300
1484,4,9,4.41,1200
1485,5,5,19.83,1200
1486,2,6,9.66,1200
1487,1,5,4.16,1200
1488,6,1,8.91,1200
1489,1,8,5.33,1200
1490,,,1.08,1200
1491,,,2.58,1200
1492,1,4,4.41,1300
1493,5,5,13.16,1100
1494,1,1,18.5,1300
1495,4,5,6.75,1200
1496,,,28.66,1200
1497,3,6,7.08,1200
1498,2,7,4.5,1200
1499,2,3,1.33,1200
1500,,,17.33,1200
1501,2,7,6.41,1200
1502,6,9,38.5,1200
1503,4,7,3,1200
1504,,,11.58,1100
1505,1,3,7.58,1300
1506,4,6,10.33,1200
1507,2,2,1.91,1200
1508,,,4.5,1200
1509,3,6,6,1200
1510,2,3,3.58,1200
1511,4,7,6.91,1200
1512,3,,1,1200
1513,3,6,6.08,1200
1514,6,1,2.75,1200
1515,5,3,9.41,1200
1516,,,2,1200
1517,2,1,2.33,1300
1518,2,5,12.16,1200
1519,5,7,8.16,1300
1520,4,6,1.83,1200
1521,,,0.16,1100
1522,4,4,14.66,1200
1523,6,6,6.33,1100
1524,,,5.33,1200
1525,,,2.08,1200
1526,4,7,3.41,1200
1527,3,1,7.83,1200
1528,,,16,1300
1529,5,1,11,1200
1530,1,3,2,1200
1531,3,,19.16,1200
1532,6,6,20.16,1200
1533,,,7.08,1200
1534,3,6,8,1200
1535,5,7,8.66,1200
1536,4,5,6.16,1300
1537,2,4,13.66,1200
1538,3,3,0.66,1200
1539,4,7,21,1300
1540,2,6,12.83,1300
1541,6,6,30.08,1200
1542,7,9,34.25,1200
1543,3,6,19.58,1200
1544,7,1,7.33,1100
1545,2,1,6.75,1300
1546,5,4,27.58,1300
1547,,,3.08,1100
1548,4,7,10.75,1200
1549,3,5,5.41,1200
1550,4,6,4.66,1200
1551,6,2,6.41,1100
1552,,,2.66,1200
1553,3,5,12.83,1100
1554,4,7,2.25,1300
1555,,,0.75,1300
1556,4,4,1.66,1300
1557,2,7,9.41,1200
1558,,,6.75,1200
1559,,,6,1200
1560,6,4,11.16,1200
1561,2,8,5.75,1200
1562,3,9,5.58,1200
1563,2,9,11.66,1200
1564,2,,6.66,1200
1565,,,0.33,1200
1566,4,7,8.5,1200
1567,,2,11.58,1200
1568,4,9,3.08,1200
1569,5,1,1.66,1200
1570,4,1,7.5,1200
1571,5,5,17.66,1200
1572,,,1.08,1200
1573,3,2,3.41,1200
1574,4,7,7,1200
1575,4,5,20.25,1200
1576,3,3,5,1200
1577,,,21.5,1200
1578,4,5,34.41,1200
1579,,,3.08,1100
1580,5,9,19,1200
1581,4,8,20,1200
1582,2,1,1.25,1300
1583,4,7,1.75,1100
1584,4,9,21.83,1200
1585,4,6,3.66,1200
1586,,,19.66,1300
1587,7,2,5.41,1100
1588,4,6,3.58,1200
1589,4,1,8.83,1300
1590,3,7,2.75,1200
1591,5,6,3.83,1200
1592,4,3,5.16,1300
1593,4,6,6,1200
1594,2,3,10.58,1200
1595,5,6,2.25,1100
1596,,,1.41,1200
1597,3,9,6.75,1200
1598,3,1,8.5,1300
1599,1,8,0.58,1200
1600,6,8,11.66,1200
1601,4,3,31.25,1200
1602,,,3.33,1200
1603,5,9,26.41,1200
1604,5,6,8.91,1200
1605,2,9,8.75,1200
1606,3,4,15.91,1200
1607,,,9.16,1200
1608,3,4,8.41,1200
1609,7,1,1.16,1300
1610,3,7,14.58,1200
1611,,,17.58,1200
1612,2,7,10.83,1200
1613,4,6,23.25,1200
1614,3,3,4.75,1200
1615,3,8,14.75,1200
1616,4,6,14.5,1100
1617,3,1,2.91,1200
1618,,,0.83,1300
1619,7,4,31.33,1200
1620,,,7,1200
1621,2,7,12.66,1200
1622,,,0.25,1200
1623,,,7.08,1200
1624,3,5,1.41,1100
1625,,,2.66,1200
1626,3,6,1.83,1200
1627,4,7,5.91,1200
1628,4,9,5.5,1200
1629,6,2,1.91,1200
1630,3,6,6.58,1200
1631,7,9,15.58,1200
1632,,,6.16,1100
1633,6,3,7,1200
1634,2,7,2.33,1200
1635,4,5,13.41,1200
1636,3,8,5.91,1200
1637,3,9,11.75,1200
1638,2,5,7.75,1200
1639,,,2.33,1200
1640,2,7,12.41,1200
1641,4,9,12.5,1200
1642,4,7,22.66,1200
1643,,,2.66,1200
1644,2,6,5,1200
1645,7,6,15.75,1200
1646,6,7,20.16,1200
1647,,,30.83,1100
1648,,,0.25,1200
1649,,,11.25,1200
1650,5,3,33,1200
1651,4,4,5.08,1300
1652,,,4.58,1200
1653,,,4.41,1200
1654,6,4,27.75,1100
1655,5,9,31.16,1100
1656,4,6,6.58,1200
1657,,6,28.66,1200
1658,5,6,1.66,1200
1659,2,5,8.91,1200
1660,7,9,0.75,1200
1661,2,8,6,1200
1662,4,6,6.66,1200
1663,3,7,11.75,1200
1664,,,4.75,1200
1665,6,4,22.91,1200
1666,,,19.66,1200
1667,,,29.41,1200
1668,,,4.16,1100
1669,,,22.16,1100
1670,2,3,6.16,1100
1671,,,6.5,1200
1672,6,6,14.16,1200
1673,4,4,5.5,1300
1674,3,6,7.5,1200
1675,6,3,15.91,1200
1676,4,8,6.5,1200
1677,4,6,5.91,1200
1678,3,6,9.75,1200
1679,4,7,4.58,1200
1680,5,4,11.58,1200
1681,4,4,13.25,1200
1682,7,3,3.75,1100
1683,,,7.08,1200
1684,,7,7.58,1200
1685,7,9,19.41,1200
1686,3,6,11.41,1200
1687,2,1,6.25,1300
1688,,,24.33,1200
1689,3,4,11.16,1300
1690,7,7,8.33,1100
1691,3,4,2.25,1200
1692,2,7,8.25,1200
1693,4,4,20.25,1100
1694,5,,19.75,1300
1695,2,1,8,1300
1696,7,3,7.66,1200
1697,2,9,10.25,1200
1698,4,9,4.91,1200
1699,6,6,15.41,1200
1700,3,7,14.25,1300
1701,6,3,22.75,1200
1702,,,1.83,1200
1703,,,0.91,1200
1704,2,7,1.58,1300
1705,3,7,17.41,1200
1706,4,4,3.5,1200
1707,,,4.66,1200
1708,,,2.41,1200
1709,3,4,0.25,1100
1710,3,9,11.41,1200
1711,,,1.16,1300
1712,2,4,7.41,1300
1713,3,4,2.83,1100
1714,5,9,13.5,1200
1715,2,4,1.75,1300
1716,4,9,13.08,1200
1717,,,2.41,1200
1718,,,16.41,1100
1719,6,7,15.08,1200
1720,6,3,5.5,1200
1721,,,0.41,1200
1722,2,5,2.58,1300
1723,,,0.16,1300
1724,,,3.41,1300
1725,3,9,10.08,1200
1726,,4,1.41,1300
1727,2,8,10.66,1200
1728,3,9,9.41,1200
1729,,,17.5,1300
1730,3,6,9.16,1200
1731,2,2,5.33,1100
1732,7,6,11,1100
1733,4,5,3.16,1300
1734,4,6,4.5,1300
1735,3,3,14.41,1300
1736,5,7,1.5,1200
1737,,8,4.16,1200
1738,,,9.08,1200
1739,4,7,27.41,1200
1740,7,1,13.08,1200
1741,,,1.5,1300
1742,,,4.83,1200
1743,5,3,25.33,1200
1744,5,4,0.25,1200
1745,,,2.08,1200
1746,5,3,25.75,1200
1747,3,6,12.83,1200
1748,5,9,24.58,1200
1749,1,,1.5,1200
1750,4,7,11,1300
1751,3,7,8.5,1200
1752,,,22.41,1200
1753,3,3,19.25,1200
1754,2,2,2.25,1200
1755,4,9,6.75,1200
1756,3,6,14.25,1200
1757,7,1,14.16,1300
1758,6,6,11.58,1200
1759,4,2,15.33,1200
1760,4,4,4.33,1200
1761,4,6,22.58,1200
1762,6,6,24.66,1200
1763,,,3.91,1300
1764,,2,4.58,1200
1765,4,6,21.83,1100
1766,,,5.58,1200
1767,3,6,4.33,1200
1768,,,9.5,1300
1769,,,2,1100
1770,5,9,18.66,1200
1771,,,2.58,1200
1772,,,6.75,1200
1773,3,7,9.16,1200
1774,4,7,18.75,1200
1775,3,4,2.08,1200
1776,6,3,7.33,1200
1777,,,2.58,1200
1778,7,5,11.33,1200
1779,,,11,1200
1780,1,3,7.66,1200
1781,1,3,5.58,1200
1782,4,5,2.33,1100
1783,,,2.66,1200
1784,4,5,4.75,1100
1785,,,4.25,1200
1786,,,0.5,1300
1787,3,3,5.58,1200
1788,4,5,22.75,1200
1789,,,1.41,1300
1790,3,9,11.75,1200
1791,5,3,21.5,1100
1792,,,0.41,1200
1793,2,7,7.41,1200
1794,,,21.16,1200
1795,3,7,8.25,1300
1796,,,1,1300
1797,5,8,20.66,1200
1798,4,3,21.33,1300
1799,6,1,17.58,1300
1800,4,2,9.91,1200
1801,,,8.91,1300
1802,5,1,8.83,1200
1803,,6,16.16,1300
1804,7,7,36.83,1100
1805,,,0.83,1200
1806,,1,0.5,1200
1807,,1,0.83,1300
1808,3,5,2.58,1100
1809,4,7,14.83,1200
1810,4,9,6.66,1200
1811,4,6,9.66,1200
1812,,,12.75,1200
1813,2,3,2.58,1200
1814,6,4,4.16,1200
1815,3,2,3.25,1200
1816,,,19.16,1200
1817,,9,3.41,1200
1818,,,1.41,1300
1819,6,7,2,1200
1820,3,6,10.08,1200
1821,4,9,29.66,1200
1822,,,5.58,1200
1823,5,5,28.83,1100
1824,3,6,5.58,1200
1825,,,16.91,1100
1826,3,9,7.58,1200
1827,4,7,22.5,1200
1828,1,4,1.5,1300
1829,5,9,1.66,1200
1830,3,6,5,1300
1831,,,0.58,1200
1832,,,1.08,1200
1833,4,6,1.25,1200
1834,3,4,6.66,1100
1835,7,2,13.16,1200
1836,4,7,7.41,1300
1837,,,6,1200
1838,7,1,35.5,1200
1839,,,10,1200
1840,3,6,16.5,1200
1841,6,3,6.83,1100
1842,,,3.5,1300
1843,5,3,31.5,1200
1844,2,2,5.83,1200
1845,4,9,8.33,1200
1846,5,7,28.83,1200
1847,1,,6.75,1200
1848,7,1,2.66,1300
1849,3,6,3.91,1200
1850,2,3,6.66,1200
1851,7,9,9.33,1200
1852,,,3.25,1200
1853,3,8,11.25,1200
1854,2,1,1.08,1200
1855,,,5.25,1200
1856,,,2.75,1200
1857,6,6,0.5,1200
1858,2,7,1.83,1200
1859,5,3,9.5,1200
1860,2,6,6.66,1200
1861,3,9,5,1200
1862,,,2.75,1200
1863,7,5,11.41,1300
1864,6,9,31,1200
1865,5,9,2.08,1200
1866,4,,20.08,1200
1867,7,1,36,1100
1868,5,3,5.33,1200
1869,5,7,6.66,1200
1870,4,7,1.33,1200
1871,5,6,14.25,1200
1872,6,2,18.91,1200
1873,7,1,21.66,1200
1874,,,25.08,1200
1875,,,22.25,1100
1876,2,3,7.83,1100
1877,7,1,40.5,1300
1878,4,8,18.75,1200
1879,4,7,1.5,1200
1880,6,3,4.5,1200
1881,6,6,32.25,1200
1882,3,3,4.5,1200
1883,3,8,0.33,1200
1884,,,3.75,1200
1885,7,5,4.91,1200
1886,6,1,19.5,1100
1887,3,6,6.75,1200
1888,,,1.58,1300
1889,5,7,17.41,1200
1890,3,4,11,1200
1891,,8,13.66,1200
1892,3,9,8.58,1200
1893,,6,8.41,1300
1894,,,2.25,1200
1895,3,5,9.66,1200
1896,3,4,19.75,1200
1897,,,32.33,1200
1898,2,1,5.75,1200
1899,5,7,10.66,1200
1900,3,4,5.5,1300
1901,3,6,5.58,1200
1902,6,6,24.41,1200
1903,7,9,9.25,1200
1904,5,6,1.91,1300
1905,5,7,26.75,1200
1906,4,5,5.5,1200
1907,4,6,8.25,1100
1908,4,7,6.83,1200
1909,2,9,9.75,1100
1910,7,6,31.08,1200
1911,3,4,5.66,1200
1912,1,4,1.75,1200
1913,6,8,8.08,1300
1914,7,3,28.83,1100
1915,3,9,15.5,1200
1916,,,6.5,1200
1917,3,4,0.83,1200
1918,3,6,8.08,1200
1919,,,6.83,1200
1920,,,0.33,1200
1921,6,2,16.16,1200
1922,2,5,2.41,1200
1923,6,6,7.41,1300
1924,3,9,5.5,1200
1925,3,6,7.83,1300
1926,7,4,22.08,1200
1927,7,5,26.83,1100
1928,5,5,6.16,1200
1929,1,3,3.33,1200
1930,4,1,12.75,1300
1931,2,3,5.91,1200
1932,3,8,1.33,1200
1933,2,7,5.41,1200
1934,,,10.91,1200
1935,4,6,1.41,1200
1936,2,6,3.58,1200
1937,2,4,7.5,1200
1938,7,6,7.58,1200
1939,2,3,5.58,1200
1940,,,7.58,1200
1941,4,7,5.08,1100
1942,3,6,5.83,1300
1943,3,7,14.25,1200
1944,,,14.08,1200
1945,6,9,16.25,1200
1946,,,0.75,1200
1947,2,,0.25,1200
1948,5,4,8.25,1200
1949,,6,28.25,1100
1950,,,35.66,1300
1951,2,7,7.75,1200
1952,5,7,7.16,1200
1953,,,3.91,1200
1954,5,7,18.16,1300
1955,4,3,4.41,1200
1956,4,6,15.08,1200
1957,3,4,10.08,1300
1958,3,3,3.41,1200
1959,4,9,25.91,1200
1960,4,9,10,1100
1961,4,6,8.16,1100
1962,4,8,11.08,1200
1963,,,4,1200
1964,4,1,4.41,1200
1965,1,4,3.08,1100
1966,7,8,12,1200
1967,2,5,12.08,1300
1968,4,7,6.91,1200
1969,1,6,5.58,1200
1970,3,7,13,1200
1971,7,5,5.91,1200
1972,5,4,8.75,1200
1973,2,7,7.25,1200
1974,2,4,2,1300
1975,4,9,12.75,1200
1976,4,7,5.58,1300
1977,6,4,3.83,1100
1978,6,2,35.5,1200
1979,5,1,2.5,1200
1980,4,1,8.75,1200
1981,,,17.25,1200
1982,6,9,14.41,1200
1983,,1,5.33,1300
1984,5,9,15,1200
1985,5,6,24.33,1300
1986,3,6,10.33,1200
1987,4,9,3,1200
1988,4,4,15.83,1200
1989,5,7,5.83,1200
1990,7,2,2.08,1300
1991,3,6,14.5,1200
1992,4,4,6.91,1100
1993,5,8,20.66,1200
1994,,,12.25,1200
1995,6,1,14.16,1100
1996,,,7.58,1200
1997,,4,22.08,1200
1998,2,6,5,1200
1999,2,1,6.66,1300
2000,,,5.16,1200
2001,7,1,11,1200
2002,5,6,4.91,1200
2003,,,9.83,1200
2004,,,4.75,1100
2005,6,8,11.08,1300
2006,2,6,15.16,1200
2007,5,2,3.83,1200
2008,2,5,9,1100
2009,,,30.41,1200
2010,4,9,0.41,1200
2011,7,3,14.08,1100
2012,3,8,1.91,1200
2013,3,1,6.83,1100
2014,3,9,13.58,1200
2015,4,6,27.58,1200
2016,3,6,11.16,1200
2017,5,4,1.41,1200
2018,7,3,14.25,1200
2019,4,4,5.91,1200
2020,2,7,4.5,1200
2021,,,19,1200
2022,,,7.83,1200
2023,3,3,9.5,1200
2024,2,8,2.91,1200
2025,4,8,1,1200
2026,4,4,3.08,1200
2027,7,1,16.08,1200
2028,,,6.83,1200
2029,6,7,7.33,1200
2030,1,1,1.66,1300
2031,,,0.16,1200
2032,4,1,4.83,1300
2033,2,3,3.08,1200
2034,,,3.33,1200
2035,,,11.25,1100
2036,4,7,3,1200
2037,3,3,20.41,1200
2038,5,3,30.5,1200
2039,5,8,6.41,1200
2040,,,6.25,1200
2041,3,7,1.83,1200
2042,5,9,31.83,1200
2043,,,1.25,1200
2044,5,5,3.83,1100
2045,3,9,13.66,1300
2046,4,9,29.58,1200
2047,2,7,2.5,1200
2048,2,3,5,1200
2049,,,14.16,1200
2050,2,6,4.66,1200
2051,4,6,22,1200
2052,,,7.25,1200
2053,,,16.33,1200
2054,4,6,5.91,1300
2055,3,9,4.33,1300
2056,3,4,4.83,1100
2057,1,1,3,1200
2058,,,2.16,1200
2059,,,4.33,1200
2060,4,6,6.33,1200
2061,2,4,10.5,1200
2062,7,4,27.41,1200
2063,3,8,18.41,1200
2064,,,6.5,1200
2065,,,1.33,1200
2066,4,5,25.25,1300
2067,5,7,21.16,1200
2068,6,3,1.41,1200
2069,2,4,10.75,1200
2070,,,0.33,1200
2071,3,9,9.58,1200
2072,1,1,22.08,1300
2073,,4,4.33,1200
2074,2,9,14.66,1200
2075,1,6,2.66,1200
2076,3,3,10.33,1200
2077,2,6,9.58,1300
2078,,,1.5,1300
2079,5,3,15.08,1200
2080,4,5,7.91,1300
2081,3,4,8.41,1200
2082,5,5,22.08,1200
2083,,,16.16,1100
2084,4,5,9.66,1100
2085,4,5,9.91,1200
2086,5,9,6,1200
2087,,,3.58,1200
2088,3,4,16.25,1200
2089,3,9,4.25,1200
2090,6,5,20.25,1200
2091,,,2.25,1200
2092,6,2,35.75,1200
2093,,,0.66,1200
2094,3,9,12.25,1200
2095,,,21.83,1200
2096,,,0.91,1200
2097,,,35.66,1300
2098,5,6,3,1200
2099,2,4,5,1200
2100,3,1,0.91,1200
2101,4,4,10.25,1200
2102,4,7,4.08,1200
2103,1,4,5.58,1200
2104,4,6,16,1200
2105,4,4,4,1100
2106,4,6,5.66,1200
2107,,,1.5,1200
2108,2,7,12.33,1200
2109,,,4,1200
2110,6,4,18.66,1200
2111,3,7,15.25,1300
2112,3,4,12,1200
2113,2,9,1.91,1200
2114,5,8,3.25,1200
2115,,,5.75,1200
2116,2,1,7.33,1300
2117,2,6,7.41,1200
2118,4,1,7.58,1100
2119,,,5.91,1300
2120,3,7,2.75,1200
2121,,,1.08,1200
2122,3,9,8.83,1200
2123,7,1,12.83,1100
2124,7,2,5.66,1200
2125,7,3,7.33,1200
2126,5,6,23.75,1200
2127,6,9,11.5,1200
2128,5,6,26,1200
2129,6,9,2.33,1200
2130,5,8,11.91,1200
2131,5,7,23.08,1200
2132,3,5,26.33,1200
2133,3,1,1.25,1200
2134,,4,5.75,1200
2135,,,14.83,1200
2136,3,3,0.25,1100
2137,,,1.75,1200
2138,4,4,16.25,1200
2139,3,3,3.41,1200
2140,6,3,3,1200
2141,6,6,6,1200
2142,5,1,20.08,1200
2143,3,9,15.58,1200
2144,5,9,23.58,1200
2145,3,3,9.33,1200
2146,4,7,10.83,1200
2147,4,1,10.16,1100
2148,,,32.66,1300
2149,,,16.08,1200
2150,6,4,1.41,1200
2151,,,2.33,1300
2152,6,3,1.66,1200
2153,7,5,11.16,1200
2154,5,3,23.66,1200
2155,,,5.25,1200
2156,3,3,13.16,1300
2157,4,6,10.08,1100
2158,2,6,6.58,1200
2159,2,7,6.58,1200
2160,7,4,11.58,1200
2161,7,4,24.25,1200
2162,3,8,9.91,1200
2163,,,5.75,1200
2164,3,7,8.58,1200
2165,5,9,26.66,1200
2166,4,7,4.91,1200
2167,6,7,4.91,1100
2168,2,9,5.16,1200
2169,6,9,3.75,1200
2170,7,7,22.33,1200
2171,,,36,1200
2172,,,22.75,1200
2173,4,5,22.25,1300
